ACIYIV,10.1002/anie.200501639
ACIZIX,10.1002/ejoc.201201064
ACIZIY,10.1021/acs.inorgchem.6b02851
ACMPCD,10.1021/ic50190a033
ACOBEC,None
ACOBUS,None
ACOCOM,10.1039/c2cc34840c
ACOCUS,10.1039/c2cc34840c
ACODAA,10.1021/acs.inorgchem.7b01818
ACODAZ,10.1039/c2cc34840c
ACODED,10.1039/c2cc35526d
ACODEE,10.1021/acs.inorgchem.7b01818
ACODIH,10.1039/c2cc35526d
ACODON,10.1039/c2cc35526d
ACODUT,10.1039/c2cc35729a
ACOFEG,None
ACOFIK,None
ACOFUU,10.1002/ejic.200501060
ACOGAB,10.1002/ejic.200501060
ACOGEF,10.1002/ejic.200501060
ACOGUV,10.1016/j.molstruc.2005.10.037
ACOHAB,10.1039/b108448h
ACOHAE,10.1107/s2053229617013080
ACOHEF,10.1039/b108448h
ACOHIJ,10.1039/b108448h
ACOHIJ01,10.1039/b203729g
ACOHIJ02,10.1016/j.ica.2005.04.008
ACOHUV,10.1039/b108593j
ACOHUW,None
ACOHUW01,10.1080/0095897050044096
ACOHUW02,10.1002/zaac.200700067
ACOHUW03,10.1080/10610278.2012.720021
ACOKIN,10.1021/ic052088t
ACOLAG,10.1021/ic051870q
ACOLEL,10.1039/c2jm34349e
ACOLIP,10.1039/c2jm34349e
ACOLOV,10.1039/c2jm35273g
ACOLUB,10.1039/c2jm35273g
ACOLUC,10.1107/s2056989017013925
ACOMOX,10.1107/s2052520617011118
ACONAK,10.1107/s2052520617011118
ACONIS,10.1107/s2052520617011118
ACONOY,10.1107/s2052520617011118
ACONUE,10.1107/s2052520617011118
ACOPEO,10.1080/00958970500236514
ACOPOY,None
ACOPUE,None
ACOQEP,10.1002/adma.200502138
ACOQIT,10.1002/zaac.200400405
ACOVEU,10.1002/chem.200501351
ACOVIX,10.1016/s1381-1169(00)00146-1
ACOXEV,10.1023/a:1011992031111
ACOYAU,10.1039/c2dt31649h
ACOYEY,10.1039/c2dt31879b
ACOZAW,10.1002/cplu.201600177
ACOZEA,10.1002/cplu.201600177
ACOZOH,10.1021/cm0103545
ACOZUN,10.1021/cm0103545
ACPCRB,10.1021/ic50204a011
ACPCRB01,10.1021/acs.inorgchem.8b00352
ACPRCU,10.1039/dt9720002133
ACRNCU,10.1107/s056774087700778x
ACRNCU01,None
ACUBOP,10.1021/cm010427k
ACUBOP01,10.1016/s1387-7003(02)00336-2
ACUCAC,10.1021/cm010427k
ACUCEG,10.1021/cm010427k
ACUCIK,10.1021/cm010427k
ACUDAD,10.1021/ic015567a
ACUDEJ,10.1107/s1600536812023628
ACUFAH,10.1107/s1600536812022957
ACUFEK,10.1021/ja058777l
ACUFEL,10.1107/s1600536812023860
ACUFIO,10.1016/j.poly.2005.12.013
ACUFIO01,10.1039/c8cc09850f
ACUFOU,10.1016/j.poly.2005.12.013
ACUFOV,10.1107/s160053681202394x
ACUFUA,10.1016/j.poly.2005.12.013
ACUFUB,10.1107/s1600536812023835
ACUFUR,10.1107/s0567740876002975
ACUFUR01,10.1107/s0108768190012459
ACUGAH,10.1016/j.poly.2005.12.013
ACUGEL,10.1016/j.poly.2005.12.013
ACUGEM,10.1107/s1600536812023288
ACUGUD,10.1016/j.ica.2017.09.064
ACUHEO,None
ACUJOZ,10.1016/j.micromeso.2012.07.036
ACULIW,10.1039/c7nj02492d
ACUPEW,10.1039/c7ce01404j
ACUPIA,10.1039/c7ce01404j
ACUPIA01,10.1021/acs.cgd.1c00683
ACUQUK,10.1039/b105696b
ACUQUK01,10.1039/b105696b
ACURAR,10.1039/b105696b
ACUREV,10.1039/b105696b
ACUREY,10.1021/acsami.7b01758
ACURIC,10.1021/acsami.7b01758
ACURIZ,10.1039/b105696b
ACUROF,10.1039/b105696b
ACURUL,10.1039/b105696b
ACURUO,10.1021/acsami.6b14051
ACUSAV,10.1021/acsami.6b14051
ACUSEZ,10.1021/acsami.6b11797
ACUSID,10.1021/acsami.6b11797
ACUTOI,10.1021/ja0606879
ACUWEA,10.1039/b104655c
ACUWIE,10.1039/b104655c
ACUWIH,10.1021/acsami.6b15540
ACUWON,10.1021/acsami.6b15540
ACUXAY,10.1002/ejic.200500883
ACUXAY01,10.1016/j.ica.2020.119629
ACUXUU,10.1021/acscatal.6b03404
ACUYAB,10.1021/acscatal.6b03404
ACUZAC,10.1016/j.poly.2017.09.015
ADABAK,10.1002/anie.201202992
ADABAK01,10.1002/anie.201202992
ADABEO,10.1002/anie.201202992
ADABIS,10.1002/anie.201202992
ADABUE,10.1002/anie.201202992
ADACAL,10.1002/anie.201206055
ADACUE,10.1080/00958970500356866
ADACUE01,10.1002/zaac.200800278
ADADEP,10.1080/00958970500358672
ADADIT,10.1080/00958970500358672
ADADOZ,10.1080/00958970500358672
ADAFAN,10.1080/00958970500266198
ADAFAN01,10.1016/j.inoche.2012.11.002
ADALID,10.1021/acsami.6b13928
ADALOJ,10.1021/acsami.6b13928
ADAMIC,10.1107/s1600536806013717
ADAPAX,10.1107/s1600536806008130
ADAQAA,10.1021/acs.inorgchem.7b02022
ADAQEB,10.1107/s0108768101013568
ADAQEB01,10.1107/s0108768101013568
ADAQII,10.1021/acs.inorgchem.7b02034
ADARAA,10.1002/anie.201205603
ADASAB,10.1002/anie.201201202
ADASEF,10.1002/anie.201201202
ADASIJ,10.1002/anie.201201202
ADASOP,10.1002/anie.201201202
ADASUV,10.1002/anie.201201202
ADASUW,10.1080/00958972.2015.1134790
ADATAC,10.1002/anie.201201202
ADATAD,10.1080/00958972.2015.1134790
ADATEG,10.1002/anie.201201202
ADATEH,10.1080/00958972.2015.1134790
ADATIK,10.1002/anie.201201202
ADATOQ,10.1002/anie.201204530
ADATUW,10.1002/anie.201204530
ADAVAD,10.1107/s1600536806016679
ADAVAE,10.1002/anie.201204530
ADAVEI,10.1002/anie.201204530
ADAVEJ,10.1080/00958972.2016.1141200
ADAVEJ01,10.1039/c8dt01803k
ADAVIM,10.1002/anie.201204530
ADAWOS,10.1107/s1600536806018150
ADAXEK,10.1002/ejic.201200851
ADAXIO,10.1002/ejic.201200851
ADAXIP,10.1080/00958972.2016.1154952
ADAXOV,10.1080/00958972.2016.1154952
ADAXUB,10.1080/00958972.2016.1154952
ADAYAG,10.1107/s1600536806018770
ADECAQ,10.1080/00958972.2016.1147561
ADECEU,10.1021/acs.inorgchem.7b01822
ADEDET,10.1107/s1600536806017442
ADEFAS,10.1002/ejic.201200118
ADEFEW,10.1002/ejic.201200118
ADEFIB,10.1080/00958972.2015.1124989
ADEFOG,10.1002/ejic.201200118
ADEGAU,10.1080/00958972.2016.1166218
ADEGEY,10.1080/00958972.2016.1140749
ADEGIA,10.1107/s1600536806022884
ADEGIA01,10.1007/s10904-014-0025-0
ADEGOG,10.1107/s1600536806022781
ADEJEA,10.1002/ejic.201200167
ADENUV,10.1016/j.inoche.2017.10.001
ADEPAD,10.1016/j.inoche.2017.10.001
ADEPEH,10.1080/00958972.2016.1179289
ADEPIL,10.1080/00958972.2016.1179289
ADEPOR,10.1080/00958972.2016.1179290
ADEPUX,10.1080/00958972.2016.1179290
ADETEJ,10.1107/s1600536806021489
ADETEJ01,10.1002/ejic.200600797
ADETEJ02,None
ADETEL,10.1080/00958972.2016.1172070
ADETIP,10.1080/00958972.2016.1172070
ADETUB,10.1080/00958972.2016.1182162
ADEVIR,10.1080/00958972.2016.1190450
ADEWIS,10.1039/c7dt03088f
ADEWOY,10.1039/c7dt03088f
ADEWUE,10.1039/c7dt03088f
ADEXAL,10.1039/c7dt03088f
ADEXEP,10.1039/c7dt03088f
ADEXIT,10.1039/c7dt03088f
ADEXOZ,10.1039/c7dt03088f
ADEZOB,10.1039/c7ce01580a
ADEZUH,10.1039/c7dt02819a
ADICEW,10.1107/s1600536806023300
ADICIA,10.1107/s1600536806022690
ADIJIJ,10.1039/c7dt02230a
ADILAD,10.1039/c7dt03088f
ADILIJ,10.1107/s1600536806019568
ADILIJ01,None
ADILIJ02,10.1016/j.jinorgbio.2020.111170
ADILOR,10.1039/c7ce01580a
ADINCU,10.1246/bcsj.32.1221
ADININ,10.1080/00958972.2016.1209190
ADINOT,10.1080/00958972.2016.1209190
ADINUZ,10.1080/00958972.2016.1209190
ADIPAH,10.1080/00958972.2016.1209190
ADIPIO,10.1039/c2dt31635h
ADIPUA,10.1039/c2dt31361h
ADIQAG,None
ADIQAH,10.1039/c2dt31361h
ADIQEL,10.1039/c2dt31361h
ADIQIP,10.1039/c2dt31186k
ADIQNI01,10.1039/b009075l
ADIQOV,10.1039/c2dt31186k
ADIQUB,10.1039/c2dt31186k
ADIVUG,10.1039/c2dt31552a
ADIWAN,10.1039/c2dt31552a
ADIXOB,10.1021/ic070309k
ADIXUH,10.1021/ic070309k
ADIYAO,10.1021/ic070309k
ADIZIZ,10.1007/s11243-017-0172-6
ADIZIZ01,10.11862/cjic.2019.194
ADIZOD,10.1016/j.poly.2006.12.047
ADIZUJ,10.1016/j.poly.2006.12.047
ADOBAX,10.1016/j.poly.2006.11.050
ADOBAZ,10.1007/s11243-017-0172-6
ADOBEB,10.1016/j.poly.2006.11.050
ADOBIF,10.1016/j.poly.2006.11.050
ADOBOL,10.1016/j.poly.2006.11.050
ADOBUR,10.1016/j.poly.2006.11.050
ADOCAY,10.1016/j.poly.2006.11.050
ADOCEC,10.1016/j.poly.2006.11.050
ADOCIG,10.1016/j.poly.2006.11.050
ADODAA,10.1039/c2cc35606f
ADODEC,10.1002/1521-3765(20020118)8:2<396::aid-chem396>3.3.co;2-p
ADODEE,10.1039/c2cc34430k
ADODII,10.1039/c2cc35432b
ADODOO,10.1039/c2cc35432b
ADODOP,10.1021/jacs.6b11965
ADODUU,10.1039/c2cc35432b
ADOFAA,10.1002/1521-3765(20020118)8:2<498::aid-chem498>3.3.co;2-d
ADOFEE,10.1002/1521-3765(20020118)8:2<498::aid-chem498>3.3.co;2-d
ADOFII,10.1002/1521-3765(20020118)8:2<498::aid-chem498>3.3.co;2-d
ADOFOO,10.1002/1521-3765(20020118)8:2<498::aid-chem498>3.3.co;2-d
ADOFUU,10.1002/1521-3765(20020118)8:2<498::aid-chem498>3.3.co;2-d
ADOGAB,10.1002/1521-3765(20020118)8:2<498::aid-chem498>3.3.co;2-d
ADOGAE,10.1039/c7ra00205j
ADOGEF,10.1002/1521-3765(20020118)8:2<498::aid-chem498>3.3.co;2-d
ADOGEH,10.1039/c2cc36220a
ADOJEJ,10.1039/b701907f
ADOJIN,10.1039/b701907f
ADOJOT,10.1039/b701907f
ADOJUZ,10.1039/b701907f
ADOKAG,10.1039/b701907f
ADOKEK,10.1039/b701907f
ADOKOU,10.1039/b701907f
ADOKOV,10.1039/c2cc35739a
ADOKUA,10.1039/b701907f
ADOLAH,10.1039/b701907f
ADOLOV,10.1039/b704433j
ADOLUB,10.1039/b704433j
ADONEP,10.1039/c7dt03339g
ADONIT,10.1039/c7dt02981k
ADONOX,10.1021/ja0716812
ADONOZ,10.1039/c7dt02981k
ADONUF,10.1039/c7dt02981k
ADOPAN,10.1039/c7dt02981k
ADOQAN,10.1039/c2dt31168b
ADOQIV,10.1039/c2dt32081a
ADOQOC,10.1007/s11243-017-0169-1
ADOSES,10.1016/j.jssc.2007.05.006
ADOVIZ,10.1016/j.jssc.2007.04.010
ADOVOF,10.1016/j.jssc.2007.04.010
ADOVUN,10.1002/chem.201703709
ADOWAU,10.1002/chem.201703709
ADOXUP,10.1080/00958972.2016.1219726
ADOZEA,10.1039/c2dt31444d
ADOZOK,10.1039/c2dt31675g
ADOZUQ,10.1039/c2dt31675g
ADUBAE,10.1039/c2dt31675g
ADUBEI,10.1039/c2dt31436c
ADUBIM,10.1039/c2dt31436c
ADUBOS,10.1039/c2dt31436c
ADUDIP,10.1021/jacs.6b12465
ADUDIP01,10.1021/jacs.6b12465
ADUDIP02,10.1021/jacs.6b12465
ADUFOX,10.1007/s11243-017-0165-5
ADUJER,10.1080/00958972.2016.1229865
ADUJIV,10.1080/00958972.2016.1227438
ADULIX,10.1039/c7ce01580a
ADUMOE,10.1021/jacs.6b12465
ADUMOE01,10.1021/jacs.6b12465
ADUPEX,10.1016/j.poly.2017.09.035
ADUPIB,10.1016/j.poly.2017.09.035
ADUPOH,10.1016/j.poly.2017.09.035
ADUPUN,10.1016/j.poly.2017.09.035
ADUQOH,10.1039/c3cc45743e
ADUQUL,10.1039/b200491g
ADUREW,10.1039/b200503d
ADUROI,10.1002/anie.201302715
ADURUN,None
ADUSOI,None
ADUSOK,10.1039/c8qi00946e
ADUSUN,10.1021/ic0109391
ADUTAV,None
ADUTAV01,10.1021/cg2008649
ADUTAV02,10.1134/s0036023620010192
ADUTID,None
ADUTID01,10.1021/cg070295t
ADUTID02,10.1016/j.inoche.2007.06.006
ADUTID03,10.1016/j.jssc.2008.08.027
ADUTUP,None
ADUVAX,None
ADUVAY,10.5560/znb.2013-3152
ADUVAZ,10.1039/c8qi00773j
ADUVEB,None
ADUVIH,10.1039/c8dt02816h
ADUVON,10.1039/c8dt02816h
ADUVUT,10.1039/c8dt02816h
ADUWIH,10.1002/chem.201300144
ADUWON,10.1002/chem.201300144
AEATCD01,10.1021/ic50198a064
AEATCD10,10.1021/ic50168a003
AELLIY,None
AEUNIC,None
AEUNIC01,10.1021/ic8010103
AEUNIC02,10.1016/j.ica.2010.01.018
AFABOB,10.1021/acs.organomet.8b00572
AFADAN,None
AFADOD,10.1039/c8nj02548g
AFAFAR,10.1039/c8dt03421d
AFAHAR,10.1016/j.ica.2007.03.034
AFAHEW,10.1021/om400678d
AFAKIE,10.1039/c8dt03421d
AFALUP,10.1016/j.ica.2007.03.057
AFAMAW,10.1016/j.ica.2007.03.057
AFAMEA,10.1016/j.ica.2007.03.057
AFAPIJ,10.1021/acs.jnatprod.8b00322
AFAREH,10.1016/j.jssc.2018.07.033
AFARIL,10.1016/j.jssc.2018.07.033
AFAROR,10.1016/j.jssc.2018.07.033
AFARUX,10.1016/j.jssc.2018.07.033
AFASIJ,10.1107/s0108270102002718
AFATAD,10.1039/b700533d
AFAVOU,10.1107/s1600536813016875
AFAVUA,10.1107/s1600536813017121
AFAWAF,10.1107/s0108270102002123
AFAWAH,10.1107/s1600536813016309
AFAYIP,10.1107/s0108270102003852
AFEBAQ,10.5560/znb.2013-3166
AFEBEU,10.5560/znb.2013-3166
AFECAR,10.1039/c3ce41202d
AFECEV,10.1039/c3ce41202d
AFECIY,10.1107/s1600536807016893
AFECIY01,10.1039/b707159k
AFECOG,10.1134/s1070328418030028
AFECUM,10.1134/s1070328418030028
AFEDAR,10.1107/s1600536807037087
AFEDIA,10.1107/s1600536813014876
AFEFAU,10.1107/s1600536813015262
AFEFEY,10.1107/s1600536813014736
AFEGAV,10.1107/s160053681301564x
AFEGAV01,10.1016/j.poly.2018.07.014
AFEGEA,10.1007/s11172-018-2098-3
AFEGID,10.1107/s1600536813015882
AFEGIE,10.1007/s11172-018-2098-3
AFEGOK,10.1007/s11172-018-2098-3
AFEHAV,10.1107/s1600536807037427
AFEHEB,10.1134/s0036023618050108
AFEHIF,10.1134/s0036023618050108
AFEHOI,10.1021/ja0113192
AFEHOK,10.1107/s160053681301581x
AFEHOK01,10.1002/zaac.201700375
AFEHOL,10.1134/s0036023618050108
AFEHUO,10.1021/ja0113192
AFEHUQ,10.1107/s1600536813016334
AFEJAW,10.1021/ja0113192
AFEJEA,10.1021/ja0113192
AFEJEB,10.1107/s1600536807038159
AFEJIE,10.1021/ja0113192
AFEJOK,10.1021/ja0113192
AFEJUQ,10.1021/ja0113192
AFEKAX,10.1021/ja0113192
AFEKAY,10.1107/s1600536807038603
AFEKEC,10.1107/s1600536807038706
AFELIH,10.1107/s160053680703913x
AFELII,10.7868/s0132344x13050071
